1.##交叉融合技术##Cross Fusion Technology
1.1.1.3.4.##纳米诊断##nano diagnosis
1.1.1.3.5.##纳米治疗##nanometer treatment
1.1.1.3.6.##DNA纳米结构##DNA nanostructures
1.1.1.3.7.##DNA纳米技术##DNA nanotechnology
1.1.1.3.8.##纳米肿瘤学##Nano-oncology
1.1.1.3.9.##纳米技术与肿瘤治疗##nanotechnology in tumor treatment
1.1.1.3.10.##肿瘤纳米技术##cancer nanotechnology
1.1.1.3.11.##纳米传感器##Nanosensor
2.##军事##Military
2.1.1.##武器平台与技术##Weapon platforms & amp; Technologies
2.1.1.1.##空间平台##Space Bus
2.1.1.1.1.##空天飞机##aerospace plane
2.1.1.1.2.##航天飞机##space shuttle; space plane
2.1.1.1.3.##载人航天器##manned spacecraft
2.1.1.1.3.1.##空间站##space station
2.1.1.1.3.2.##载人飞船##manned spacecraft
2.1.1.1.3.3.##休眠舱##Stasis Chamber
2.1.1.1.3.4.##充气空间栖息地##Inflatable space habitat
2.1.1.2.##货运飞船##cargo spacecraft
2.1.1.3.##侦察卫星##reconnaissance satellite
2.1.1.3.1.##照相侦察卫星##photo reconnaissance satellite
2.1.1.3.2.##电子侦察卫星##electronic reconnaissance satellite
2.1.1.3.3.##雷达成像卫星##radar imaging satellite
2.1.1.3.4.##海洋监视卫星##ocean surveillance satellite
2.1.1.3.5.##预警卫星##early warning satellite
2.1.1.3.6.##军用气象卫星##military meteorological satellite
2.1.1.4.##军事通信卫星##military communication satellite
2.1.1.4.1.##战术通信卫星##tactical communication satellite
2.1.1.4.2.##跟踪与数据中继卫星##Tracking and Data Relay satellite
2.1.1.5.##导航卫星##navigation satellite
2.1.1.5.1.##全球定位系统##GPS
2.1.1.5.2.##全球导航卫星系统##GLONASS
2.1.1.5.3.##印度导航星座##NAVIC; IRNSS）
2.1.1.5.4.##伽利略导航卫星系统##GALILEO
2.1.1.5.5.##准天顶卫星系统##QZSS
2.1.1.6.##空间载荷##Space Payload
2.1.1.6.1.##空间机器人##space robotic
2.1.1.6.2.##Ka波段转发器##Ka band transponder
2.1.1.6.3.##X波段转发器##X band transponder
2.1.1.6.4.##多光谱遥感器##multispectral remote sensor
2.1.1.6.5.##多光谱扫描仪##multispectral scanner,MSS
2.1.1.6.6.##主题测绘仪##TM
2.1.1.6.7.##高分辨率可见光遥感器##HRV
2.1.1.6.8.##红外多光谱段扫描仪##IRMSS
2.1.1.6.9.##多光谱CCD相机##multispectral CCD camera
2.1.1.6.10.##神经传感耳机;经颅神经传感与表征##Neural-sensing headset;trans-cranial neural sensing and characterization
2.1.1.7.##运载##Launch Vehicle
2.1.1.7.1.##空中发射运载火箭##air-launched launch vehicle
2.1.1.7.2.##重复使用运载火箭##reuse launch vehicle
2.1.1.7.3.##上面级##upper stage
2.1.1.8.##航空平台##aerial craft
2.1.1.8.1.##高超声速飞机##supersonic plane
2.1.1.8.2.##跨大气层飞行器##trans-atmospheric vehicle
2.1.1.9.##临近空间飞行器##near space vehicle
2.1.1.9.1.##临近空间飞艇##near space airship
2.1.1.10.##隐身战机（飞机）##stealth fighter(aircraft)
2.1.1.11.##高空长航时无人机##high-altitude long-endurance UAV
2.1.1.12.##地面平台##ground platform
2.1.1.12.1.##无人地面平台##unmanned ground platform
2.1.1.12.1.1.##战术无人地面车辆##tactical unmanned ground vehicle
2.1.1.13.##未来战士##future fighter(warrior)
2.1.1.13.1.##（智能）作战机器人##（intelligent）combat platform
2.1.1.14.##武器##weapon
2.1.1.14.1.##智能小型核弹##intelligent small nuclear bombs
2.1.1.14.2.##高超声速武器## Hypersonic weapons
2.1.1.14.2.1.##高超声速导弹##hypersonic missile
2.1.1.14.2.2.##高超声速常规打击武器## HCSW
2.1.1.14.2.3.##空射快速响应武器## ARRW
2.1.1.14.2.4.##战术助推滑翔## TBG
2.1.1.14.2.5.##作战火力## OpFires
2.1.1.14.2.6.##常规快速全球打击## CPGS
2.1.1.14.3.##动能武器##kinetic energy weapon
2.1.1.14.4.##电磁炮##electromagnetic gun
2.1.1.14.5.##精确制导炸弹##precision guided bombs
2.1.1.14.6.##先进多管火箭##advanced multiple launch rocket
2.1.1.14.7.##制导炮弹##guided cartridge
2.1.1.14.8.##定向能武器## Directed energy weapon
2.1.1.14.8.1.##激光武器##laser weapon
2.1.1.14.8.1.1.##高能激光武器##high energy laser weapon
2.1.1.14.8.1.2.##非致命性激光武器##non-lethal weapon
2.1.1.14.8.1.3.##化学激光器##chemical laser
2.1.1.14.8.1.4.##固体激光器##solid laser; solid-state laser
2.1.1.14.8.1.5.##液体激光器##fluid state laser; liquid laser
2.1.1.14.8.1.6.##转换效率##conversion efficiency
2.1.1.14.8.2.##粒子束武器## particle beam weapon
2.1.1.14.8.2.1.##高能粒子束##high energy particle beam weapon
2.1.1.14.8.2.2.##带电粒子束##charged-particle beam
2.1.1.14.8.2.3.##中性粒子束##neutral particle beam
2.1.1.14.8.2.4.##粒子加速器##particle accelerator
2.1.1.14.8.3.##微波武器## microwave weapon
2.1.1.14.8.3.1.##高能微波##high power microwave
2.1.1.14.8.3.2.##非热效应##athermal effect; non-thermal effects
2.1.1.14.8.3.3.##热效应##heat effect; heating effect
2.1.1.14.8.3.4.##能量密度##energy density
2.1.1.14.8.3.5.##微波辐射##microwave radiation
2.1.1.14.9.##电磁武器##Electromagnetic weapons
2.1.1.14.9.1.##电磁脉冲武器##Electromagnetic pulse weapon
2.1.1.14.9.1.1.##电磁炮##electromagnetic gun;rail gun
2.1.1.14.10.##纳米武器##Nano-weapons
2.1.1.14.10.1.##纳米兵器##Nano weapon
2.1.1.14.10.2.##纳米军队##Nano forces
2.1.1.14.10.3.##纳米信息系统##Nanoinformation system
2.1.1.14.10.4.##纳米攻击系统##Nano-attack system
2.1.1.14.10.5.##纳米隐形材料##Nano invisible material
2.1.1.14.10.6.##隐形纳米粒##stealth nanoparticles
2.1.1.14.10.7.##纳米卫星##Nano satellite; Nanosat; nano-satellite; ELaNa
2.1.1.14.10.8.##纳米卫星平台##NANOSATELLITE PLATFORMS
2.1.1.14.10.9.##纳米导弹##Nano missile
2.1.1.14.10.10.##多用途纳米导弹系统##MNMS
2.1.1.14.10.11.##袖珍飞机##Pocket Planes
2.1.1.14.10.12.##纳米士兵##Nano soldiers
2.1.1.14.10.13.##聪明表皮##Smart skin
2.1.1.14.10.14.##纳米武器##nanotechnology
2.1.1.14.10.15.##纳米复合含能材料##nano-composite energetic materials
2.1.1.14.10.16.##纳米管材料##nanotubes
2.1.1.14.10.17.##纳米陶瓷##nanocrystalline ceramics; nano-ceramics; Nanoceramic; Nanometer Ceramics
2.1.1.14.10.18.##纳米陶瓷粉体##nano-ceramic powder
2.1.1.14.10.19.##纳米陶瓷纤维##Nano Ceramic Fiber
2.1.1.14.10.20.##功能纳米复合材料##Function nanocomposites
2.1.1.14.10.21.##纳米磁性功能材料##Nano magnetic functional materials
2.1.1.14.10.22.##纳米机器人##NamiRobot; Nanobots; Nano Robot; Reed Man; Nanometer scale machines
2.1.1.14.10.23.##纳米机器人工厂##Nanite Factory
2.1.1.14.10.24.##工业纳米机器人##Industrial Nanorobotics
2.1.1.14.10.25.##纳米机器人进化##Nanomedix Evolution
2.1.1.14.10.26.##增强型纳米机器人##Enhanced Nanites
2.1.1.14.10.27.##外壳修复纳米机器人##Hull Repair Nanobots
2.1.1.14.10.28.##遥控式的纳米机器人##mobile nanorobots
2.1.1.14.10.29.##黄金纳米线##Gold nanowire
2.1.1.14.10.30.##碳纳米管## CNT(carbon nano tube); MWCNTs; Carbon Nanotubes
2.1.1.14.10.31.##多层碳纳米管## MWCNT; MWNT
2.1.1.14.10.32.##化碳纳米管## MWCNT-COOH
2.1.1.14.10.33.##碳纳米管制造## CNI
2.1.1.14.10.34.##碳纳米管伏## CNT VOLTS
2.1.1.14.10.35.##异型碳纳米管## Heterojunction Carbon Nanotube
2.1.1.14.10.36.##碳纳米管膜## cnt films
2.1.1.14.10.37.##碳纳米管电池## Nanotube Electronics
2.1.1.14.10.38.##随着碳纳米管## carbon nanotubes; CNTS
2.1.1.14.10.39.##以碳纳米管##carbon nanotubes; CNTS
2.1.1.14.10.40.##碳纳米管场效应晶体管##Carbon nanotube field-effect transistor
2.1.1.14.10.41.##纳米机电系统##Nano Electromechanical system Nano-electromechanical systems
2.1.1.14.10.42.##纳米收音机##Nanoradio
2.1.1.14.11.##防区外打击武器## stand-off missile weapon systems
2.1.1.14.11.1.##LRASM导弹## LRASM; AGM-158B
2.1.1.14.11.2.##联合防区外武器C-1; 滑翔制导炸弹## JSOW C-1
2.1.1.14.11.3.##JASSM-ER导弹## JASSM-ER
2.1.1.14.12.##反舰武器系统## anti-ship weapon system
2.1.1.14.12.1.##超高速炮弹## super-speed guided cartridge; hypervelocity guns; HVP; HGWS
2.1.1.14.12.2.##电磁轨道炮## electromagnetic gun；electromagnetic rail-gun
2.1.1.14.12.3.##战斧Block IV导弹## Tomahawk Block–IV; maritime Tomahawk
2.1.1.14.12.4.##标准-6导弹## SM-6; anti-ship standard missile-6
2.1.1.14.13.##陆基新型反导武器##Land based new anti-missile weapon
2.1.1.14.13.1.##近程防空反导系统## M-shorad
2.1.1.14.13.2.##EMAM扩展任务导弹## EMAM
2.1.1.14.13.3.##MHTK微型直接碰撞杀伤拦截弹##MHTK
2.1.1.14.13.4.##增量2拦截系统##IFPC Inc 2-I
2.1.1.14.13.5.##萨德; 高超声速防御## THAAD
2.1.1.14.14.##纯聚变武器##Pure fusion weapon
2.1.1.14.15.##等离子武器##Plasma weapon
2.1.1.14.16.##声波武器##Sonic weapon
2.1.1.14.17.##无线远程电击武器##Wireless long-range electric shock weapon
2.1.1.15.##发动机##engine
2.1.1.15.1.##超燃冲压发动机##supersonic combustion ramjet,SCRJ
2.1.1.15.2.##火箭基组合循环发动机##Rocket Based Combined Cycle engine,RBCC
2.1.1.15.3.##涡轮基组合循环发动机##Turbine Based Combined Cycle engine,TBCC
2.1.1.15.4.##涡轮-冲压-火箭组合循环发动机##Turbo-Ramjet-Rocket Combined Cycle engine
2.1.1.15.5.##涡轮火箭冲压发动机##air-turbo-ramjet(rocket)engine
2.1.1.15.6.##佩刀发动机##Synergetic Air-Breathing Rocket Engine,SABRE
2.1.1.15.7.##电火箭发动机##electric rocket engine
2.1.1.15.8.##核火箭发动机##nuclear rocket engine
2.1.1.15.9.##太阳能火箭发动机##solar thermal rocket engine
2.1.1.15.10.##光子火箭发动机##photon rocket engine
2.1.1.15.11.##脉冲爆震发动机##pulse detonation engine
2.1.1.15.12.##脉冲式火箭发动机##pulse rocket engine
2.1.1.15.13.##低温推进剂火箭发动机##cryogenic propellant rocket engine
2.1.1.15.14.##氢氧火箭发动机##hydrogen
2.1.1.15.15.##液氧煤油火箭发动机##liquid oxygen
2.1.1.15.16.##自适应（变循环）发动机##adaptive (variable cycle) engine
2.1.1.15.17.##先进涡轮发动机##advanced turbine engine
2.1.1.15.18.##先进涡扇发动机##advanced turbofan engine
2.1.1.15.19.##先进整体推进系统##advanced integrated propulsion system
2.1.1.16.##“陆军战术导弹系统”##Army Tactical Missile Systems (ATACMS)
2.1.1.17.##分布式作战管理项目##DBM
2.1.1.18.##地基化战机雷达## Ground-Based Fighter Radars
2.1.1.19.##数字辅助近距离空中支援平台## Digital assisted close air support platform
2.1.1.20.##微波光子雷达##Microwave Photonic
2.1.1.21.##高超声速技术## Hypersonic technology
2.1.2.##防空、反导与对抗##Air defense, anti-missile and confrontation
2.1.2.1.##武库机## Arsenal Plane
2.1.2.2.##侦察弹## Reconnaissance Munitions
2.1.2.3.##巡飞弹## Loitering Attack Missile
2.1.2.4.##无人机系统## Military UAV
2.1.2.4.1.##小精灵无人机## Gremlins
2.1.2.4.2.##山鹑无人机## Perdix
2.1.2.4.3.##蜂群无人机系统## swarming drones
2.1.2.4.4.##察打一体无人机## Integrated Reconnaissance
2.1.2.4.5.##有、无人机系统编队作战## Combat of Manned
2.1.2.4.6.##无人机防御系统## anti-MAV; anti low-slow-small target; anti-UAV
2.1.2.4.7.##“海上蜂群”自主系统## Sea Mob
2.1.2.4.8.##无人水面艇## Unmanned surface Vessel
2.1.2.4.9.##反UAS项目## Anti UAS project
2.1.2.4.10.##对自主战术室内无人机的扩展## Expansion of autonomous tactical indoor UAVs
2.1.2.4.11.##高空长航时无人机## high-altitude long-endurance UAV
2.1.2.4.12.##微型飞行器##Micro air vehicle
2.1.2.5.##高超声速武器## Hypersonic weapons
2.1.2.5.1.##高超声速常规打击武器## HCSW
2.1.2.5.2.##空射快速响应武器## ARRW
2.1.2.5.3.##战术助推滑翔## TBG
2.1.2.5.4.##作战火力## OpFires
2.1.2.5.5.##常规快速全球打击## CPGS
2.1.2.6.##目标监视预警## target surveillance and alert
2.1.2.6.1.##侦察卫星## reconnaissance satellite
2.1.2.6.1.1.##低轨卫星星座## LEO satellite Constellation
2.1.2.6.1.2.##军用微纳卫星## military micro-satelliete; military nano-satellite
2.1.2.6.1.3.##天空卫星## skysat
2.1.2.6.1.4.##微型卫星##Miniaturized satellite
2.1.2.6.2.##高空驻留气球## high altitude ballon
2.1.2.6.3.##临近空间飞艇## near space airship
2.1.2.6.4.##反隐身雷达## anti-stealth radar
2.1.2.6.5.##早期预警雷达## The early warning radar
2.1.2.6.6.##动态目标防御##Moving Target Defense
2.1.2.7.##防区外打击武器## stand-off missile weapon systems
2.1.2.7.1.##LRASM导弹## LRASM; AGM-158B
2.1.2.7.2.##联合防区外武器C-1;滑翔制导炸弹## JSOW C-1
2.1.2.7.3.##JASSM-ER导弹## JASSM-ER
2.1.2.8.##反舰武器系统## anti-ship weapon system
2.1.2.8.1.##超高速炮弹## super-speed guided cartridge; hypervelocity guns; HVP; HGWS
2.1.2.8.2.##电磁轨道炮## electromagnetic gun；electromagnetic rail-gun
2.1.2.8.3.##战斧Block IV导弹## Tomahawk Block–IV; maritime Tomahawk
2.1.2.8.4.##标准-6导弹## SM-6; anti-ship standard missile-6
2.1.2.9.##陆基新型反导武器##Land based new anti-missile weapon
2.1.2.9.1.##近程防空反导系统## M-shorad
2.1.2.9.2.##EMAM扩展任务导弹## EMAM
2.1.2.9.3.##MHTK微型直接碰撞杀伤拦截弹##MHTK
2.1.2.9.4.##增量2拦截系统##IFPC Inc 2-I
2.1.2.9.5.##萨德;高超声速防御## THAAD
2.1.3.##新兴军事能力##Emerging military capabilities
2.1.3.1.##城市作战;超大城市作战##Urban operations; Megacities operations; Urban warfare; Megacities warfare
2.1.3.1.1.##可穿戴设备##Wearable device
2.1.3.1.2.##智慧城市## Smart City
2.1.3.1.3.##舆情控制## Media monitoring
2.1.3.1.4.##人效增强##human performance modification
2.1.3.1.5.##增强药剂## Enhance drugs
2.1.3.1.6.##外骨骼##Exoskeletons
2.1.3.1.7.##智能作战服##Smart combat uniforms
2.1.3.1.8.##智能云（系统）## Smart Cloud
2.1.3.1.9.##脑机接口##Brain machine interface
2.1.3.1.10.##人机协同##Human-machine collaboration
2.1.3.1.11.##自主无人系统##Autonomous unmanned system
2.1.3.2.##智能科技## Intelligent Technology; Intelligent Science and Technology
2.1.3.2.1.##蜂群## Swarm
2.1.3.2.2.##群体智能## Group intelligence; Swarm intelligence
2.1.3.2.3.##分布式智能## Distributed intelligence
2.1.3.2.4.##虚拟现实## Virtual Reality
2.1.3.2.5.##增强现实## Augmented Reality
2.1.3.2.6.##机器学习## Machine learning
2.1.3.2.7.##计算机视觉## Computer vision
2.1.3.2.8.##模式识别## Pattern recognition
2.1.3.2.8.1.##语音识别##speech recognition
2.1.3.2.8.2.##图像识别##image identigication
2.1.3.2.8.3.##文字识别##text recognition
2.1.3.2.9.##知识表示## Knowledge representation
2.1.3.3.##作战概念## Operational concept
2.1.3.3.1.##多域战##multi-domain battle
2.1.3.3.2.##分布式作战## Distributed Operations
2.1.3.3.3.##电磁频谱战## Electromagnetic spectrum warfare
2.1.3.3.4.##登陆作战## Landing operations
2.1.3.3.5.##网络战##Cyber warfare
2.1.3.3.6.##跨域协同## Cross-domain collaboration
2.1.3.3.7.##蜂群战术## Swarm Tactics
2.1.3.3.8.##反高超##anti- Hypersonic
2.1.3.3.9.##反蜂群##anti-swarm
2.1.3.3.10.##反恐袭##anti-Terrorist
2.1.3.3.11.##反介入##区域拒止
2.1.3.3.12.##拒止环境中协同作战项目##CODE
2.1.4.##其他##Other
2.1.4.1.##先进MK-48鱼雷##Advanced MK-48 Torpedo
2.1.4.2.##“第三只眼” ## Third Eye
2.1.4.3.##先进导航## Advanced Navigation
2.1.4.4.##信息通用作战图## Information  Common  Operating  Picture (iCOP)
2.1.4.5.##隐身装置##Cloaking device
2.1.4.6.##隐身技术##Stealth technology
2.1.4.7.##电雷射##Electrolaser
2.1.4.8.##无壳弹药##Caseless ammunition
2.1.4.9.##电热化学技术##Electrothermal-chemical technology
2.1.4.10.##力场##Force field
2.1.4.11.##绿子弹##Green bullet
2.1.4.12.##涡流环炮##Vortex ring gun
2.1.4.13.##无创冷却技术## Noninvasive cooling technology
3.##深远海科学##Far-reaching marine science
3.1.1.##海洋信息与环境## Marine Information and Environment
3.1.1.1.##感知## Sensing
3.1.1.2.##通讯## communication
3.1.1.3.##认知与军事利用##Cognition and military utilization
3.1.1.4.##传感器## Sensor
3.1.2.##平台与武器##Platforms & amp; weapons
3.1.2.1.##力量投送## Power delivery
3.1.2.2.##海军武器## Navy weapons
3.1.3.##新概念与新技术##New Concepts and technologies
3.1.3.1.##仿生技术## Bionic Technology
3.1.3.2.##极端环境技术## Extreme Environment Technology
3.1.3.3.##极区技术## Polar technology
3.1.3.4.##深海技术## Deep sea technology
3.1.3.5.##海洋生物技术## Marine Biotechnology
