person##organ##is
4951##22272##1
4957##7686##1
4963##9171##1
4963##5852##1
4964##1804##1
4977##17338##1
4977##19019##1
4987##29335##1
4987##22468##1
4993##23589##1
4999##22287##1
5009##913##1
5009##20235##1
5017##1687##1
5019##1794##1
5029##15622##1
5029##29335##1
5033##19917##1
5041##15018##1
5041##23434##1
5047##23434##1
5048##20425##1
5048##17808##1
5050##14607##1
5052##8780##1
5052##24740##1
5053##9068##1
5067##24927##1
5074##4151##1
5083##17246##1
5083##5135##1
5087##11714##1
5087##1398##1
5096##1897##1
5100##29335##1
5103##18275##1
5103##25193##1
5113##13990##1
5117##7687##1
5126##15130##1
5126##11613##1
5128##28262##1
5129##18851##1
5148##22287##1
5148##10256##1
5149##18277##1
5169##10725##1
5169##24740##1
5197##17246##1
5202##11714##1
5219##3155##1
5219##15018##1
5220##28934##1
5225##18679##1
5231##22600##1
5237##23203##1
5252##7891##1
5262##17338##1
5263##5852##1
5282##5458##1
5289##10876##1
5293##10727##1
5301##19019##1
5312##15622##1
5314##17246##1
5320##22287##1
5329##25101##1
5332##22248##1
5338##5649##1
5376##22287##1
5381##18679##1
5381##10256##1
5386##20905##1
5391##22468##1
5399##23366##1
5408##9171##1
5414##15416##1
5414##8559##1
5423##22272##1
5448##19617##1
5448##15209##1
5519##17336##1
5520##4113##1
5520##17338##1
5521##17336##1
5524##4111##1
5568##2435##1
5570##9126##1
5581##29335##1
5581##5852##1
5587##19019##1
5595##913##1
5595##13990##1
5595##17336##1
5609##19515##1
5615##17246##1
5622##17711##1
5637##10256##1
5637##24841##1
5644##3155##1
5644##15018##1
5645##4113##1
5645##2225##1
5657##10596##1
5667##5852##1
5689##17711##1
5692##22509##1
5694##6149##1
5697##1794##1
5701##8780##1
5711##15752##1
5725##4111##1
5743##11367##1
5759##1721##1
5772##8423##1
5784##1262##1
5790##9119##1
5792##22509##1
5792##17338##1
5795##8867##1
5811##10475##1
5823##15130##1
5823##6904##1
5834##18277##1
5834##10959##1
5836##23589##1
5842##10747##1
5849##4114##1
5869##8559##1
5877##15215##1
5877##14293##1
5914##10993##1
5914##4123##1
5914##17033##1
5914##17023##1
5914##1373##1
5919##22806##1
5922##23434##1
5923##14286##1
5930##29335##1
5930##5852##1
5942##8311##1
5943##24740##1
5946##15209##1
5953##5852##1
5953##17338##1
5968##23381##1
5973##3155##1
5973##15018##1
5974##6056##1
5976##15326##1
5977##20311##1
5977##4125##1
5979##14579##1
5991##8424##1
5992##21513##1
5993##7375##1
5993##1794##1
5997##6149##1
5999##8838##1
5999##10073##1
6021##23434##1
6041##24742##1
6041##18711##1
6052##19019##1
6058##17200##1
6058##29337##1
6058##17102##1
6067##15130##1
6068##936##1
6068##28236##1
6079##8780##1
6081##18277##1
6085##18275##1
6092##22509##1
6093##11714##1
6098##1794##1
6098##19034##1
6105##17338##1
6105##4024##1
6110##7848##1
6115##24930##1
6125##14579##1
6133##23366##1
6147##27860##1
6161##15209##1
6161##2225##1
6174##9171##1
6178##25193##1
6178##18711##1
6197##16345##1
6200##18277##1
6204##10071##1
6207##23621##1
6226##4702##1
6233##22177##1
6238##9126##1
6243##10148##1
6244##18277##1
6263##880##1
6266##18480##1
6279##18275##1
6285##4111##1
6285##23434##1
6301##12484##1
6315##6204##1
6332##19023##1
6351##24970##1
6358##9118##1
6358##9119##1
6361##15112##1
6361##19019##1
6361##3155##1
6370##26403##1
6370##870##1
6370##26833##1
6370##26895##1
6370##15299##1
6370##26406##1
6371##18679##1
6387##4702##1
6392##2870##1
6394##22468##1
6407##19019##1
6407##14579##1
6407##14982##1
6415##14607##1
6424##15992##1
6433##7798##1
6448##17336##1
6458##18679##1
6470##19019##1
6472##24970##1
6476##13990##1
6496##6149##1
6520##25062##1
6525##4151##1
6533##24841##1
6544##5073##1
6546##24740##1
6546##10725##1
6551##3155##1
6562##4343##1
6562##9697##1
6568##20235##1
6573##4151##1
6602##21864##1
6602##1890##1
6602##25062##1
6618##18328##1
6624##11967##1
6631##19019##1
6648##4151##1
6650##17246##1
6651##17336##1
6652##11050##1
6657##13990##1
6662##10876##1
6667##11797##1
6668##5852##1
6672##8780##1
6688##20235##1
6691##14982##1
6696##10727##1
6701##9662##1
6706##18679##1
6719##18333##1
6723##10067##1
6723##15016##1
6723##11797##1
6730##18679##1
6733##22287##1
6742##4113##1
6742##878##1
6743##11967##1
6747##17336##1
6766##1673##1
6768##17075##1
6771##22468##1
6785##18679##1
6792##2668##1
6792##13585##1
6793##4111##1
6798##16033##1
6807##7379##1
6809##17338##1
6837##28433##1
6882##18679##1
6912##4702##1
6916##6717##1
6923##710##1
6927##23592##1
6929##22287##1
6930##25101##1
6942##14541##1
6950##7848##1
6950##15209##1
6963##11967##1
6981##11967##1
6981##25101##1
6982##11967##1
6985##23848##1
6987##17246##1
6987##5852##1
6991##19515##1
6992##11967##1
6995##5852##1
7026##15416##1
7026##8559##1
7039##17661##1
7048##5429##1
7054##22287##1
7065##22509##1
7065##15209##1
7068##14501##1
7072##13893##1
7091##14432##1
7095##4325##1
7097##8780##1
7116##19019##1
7116##17338##1
7123##7379##1
7124##11613##1
7124##22287##1
7127##7472##1
7153##17338##1
7159##22563##1
7173##23086##1
7180##5458##1
7181##4385##1
7185##15209##1
7193##4247##1
7206##6149##1
7211##22287##1
7211##18277##1
7212##24740##1
7214##17338##1
7214##19019##1
7214##1456##1
7219##18277##1
7219##17336##1
7219##4113##1
7232##5852##1
7247##18277##1
7251##22570##1
7253##22509##1
7260##8838##1
7263##14998##1
7268##4344##1
7293##10993##1
7299##6364##1
7313##7603##1
7318##17338##1
7320##24650##1
7321##19019##1
7328##7848##1
7341##4151##1
7342##19515##1
7346##17338##1
7347##6149##1
7347##15130##1
7363##2331##1
7366##3222##1
7366##4151##1
7369##6149##1
7370##2225##1
7370##22287##1
7372##11352##1
7383##17338##1
7384##4720##1
7388##6056##1
7403##14579##1
7404##18679##1
7414##8316##1
7423##23434##1
7423##18164##1
7426##22287##1
7452##20425##1
7452##18719##1
7452##7472##1
7452##17988##1
7452##19722##1
7458##27860##1
7459##29335##1
7459##17246##1
7459##24742##1
7464##17336##1
7475##11967##1
7477##22852##1
7483##18711##1
7484##4113##1
7488##10727##1
7500##4111##1
7505##7552##1
7510##29335##1
7515##11967##1
7526##7377##1
7533##22509##1
7535##1673##1
7546##21148##1
7550##4111##1
7553##1609##1
7555##10747##1
7561##2478##1
7568##15637##1
7580##7798##1
7582##10727##1
7582##15209##1
7586##3844##1
7588##7409##1
7590##20346##1
7600##4700##1
7601##17799##1
7609##17479##1
7616##22509##1
7619##23621##1
7638##17988##1
7640##21148##1
7640##10067##1
7641##18721##1
7641##4123##1
7641##9662##1
7644##17711##1
7661##18277##1
7665##11582##1
7671##8838##1
7685##1673##1
7689##19019##1
7692##18679##1
7692##22480##1
7696##20425##1
7696##18719##1
7696##7472##1
7696##17988##1
7697##4113##1
7720##18623##1
7723##22287##1
7741##18277##1
7741##24771##1
7753##11352##1
7756##18679##1
7757##15209##1
7759##1433##1
7768##18333##1
7778##17336##1
7784##3155##1
7784##15018##1
7789##1794##1
7791##4111##1
7818##17760##1
7821##17246##1
7822##14286##1
7824##4113##1
7829##4325##1
7833##10727##1
7852##22248##1
7857##3158##1
7860##5458##1
7864##7848##1
7868##20377##1
7874##7798##1
7876##13990##1
7879##23434##1
7879##17078##1
7886##15130##1
7902##5852##1
7902##14530##1
7921##22509##1
7921##2225##1
7934##17336##1
7937##22874##1
7947##18065##1
7954##6690##1
7964##29337##1
7984##15928##1
7992##1433##1
8001##22509##1
8003##7472##1
8005##10333##1
8017##29054##1
8027##29335##1
8034##22509##1
8038##18679##1
8049##6690##1
8054##6392##1
8071##24600##1
8076##24930##1
8076##20018##1
8089##23589##1
8094##29335##1
8094##18623##1
8095##24150##1
8101##19019##1
8103##10993##1
8104##10993##1
8111##23434##1
8122##20425##1
8122##18719##1
8122##7472##1
8122##17988##1
8123##15130##1
8124##1609##1
8125##18045##1
8138##5720##1
8142##4024##1
8142##14284##1
8151##12140##1
8157##4024##1
8174##17336##1
8190##18067##1
8194##6690##1
8199##25194##1
8213##29335##1
8223##22852##1
8229##1673##1
8233##19515##1
8249##11967##1
8254##10256##1
8263##22418##1
8263##23975##1
8278##18719##1
8286##1673##1
8294##6690##1
8303##6690##1
8306##22287##1
8313##18851##1
8350##14501##1
8352##2478##1
8381##15209##1
8381##4113##1
8381##2225##1
8389##27973##1
8391##12484##1
8419##11352##1
8421##6148##1
8430##22509##1
8468##23434##1
8468##9517##1
8474##15990##1
8477##18067##1
8492##11352##1
8500##8423##1
8508##3155##1
8519##6613##1
8522##2225##1
8537##13990##1
8538##3844##1
8538##10727##1
8551##22287##1
8579##7848##1
8584##2225##1
8598##23086##1
8601##9171##1
8601##5852##1
8627##22287##1
8633##17711##1
8648##23434##1
8649##10727##1
8659##11714##1
8659##1398##1
8669##22287##1
8695##10256##1
8698##1403##1
8718##4111##1
8718##18275##1
8718##28262##1
8719##17336##1
8733##16345##1
8754##1752##1
8755##7370##1
8762##3146##1
8770##19387##1
8771##18679##1
8783##21148##1
8785##16093##1
8786##1884##1
8799##1794##1
8815##28248##1
8815##22509##1
8816##11967##1
8832##18711##1
8842##9517##1
8844##1794##1
8851##18679##1
8851##22287##1
8858##17040##1
8864##5852##1
8872##1687##1
8878##19462##1
8887##17338##1
8887##19019##1
8887##5852##1
8888##1752##1
8895##28236##1
8905##18623##1
8909##9171##1
8912##22509##1
8916##28478##1
8923##7848##1
8926##5073##1
8928##4113##1
8928##4111##1
8929##6056##1
8955##23434##1
8963##8424##1
8965##17246##1
8976##14998##1
8976##17711##1
8986##19045##1
8994##22480##1
8997##4111##1
9002##20235##1
9014##19387##1
9033##19023##1
9041##1794##1
9041##17336##1
9055##7798##1
9058##6149##1
9068##19019##1
9068##17338##1
9102##3155##1
9102##15018##1
9127##29054##1
9130##11616##1
9131##17246##1
9180##878##1
9187##15622##1
9188##24596##1
9189##17246##1
9189##5852##1
9220##7730##1
9237##3403##1
9239##22480##1
9239##22479##1
9253##1609##1
9255##14029##1
9281##6056##1
9282##22287##1
9292##2595##1
9298##2478##1
9304##8780##1
9308##22287##1
9310##6613##1
9313##8106##1
9317##18067##1
9336##11367##1
9346##18277##1
9378##18664##1
9385##22287##1
9401##18275##1
9405##16453##1
9408##14998##1
9412##7687##1
9412##18711##1
9419##20346##1
9420##17988##1
9420##10993##1
9422##1794##1
9422##19196##1
9425##18679##1
9428##14579##1
9429##7746##1
9441##18679##1
9457##13990##1
9463##9171##1
9468##18067##1
9471##18664##1
9481##23589##1
9485##6056##1
9488##16345##1
9499##22468##1
9512##1673##1
9527##27860##1
9541##10727##1
9541##18275##1
9541##29335##1
9541##19047##1
9542##20447##1
9549##10725##1
9550##4111##1
9554##11616##1
9556##22468##1
9566##6700##1
9589##19019##1
9595##22480##1
9612##4385##1
9628##29054##1
9629##6149##1
9648##4113##1
9648##4111##1
9661##11355##1
9662##9171##1
9662##5852##1
9668##13990##1
9668##18117##1
9671##5436##1
9677##10071##1
9681##10725##1
9701##10256##1
9705##15211##1
9711##18333##1
9712##13681##1
9717##18275##1
9720##15416##1
9720##8559##1
9723##17336##1
9742##18679##1
9749##1721##1
9751##20450##1
9751##19812##1
9763##24841##1
9767##5852##1
9782##15752##1
9782##20302##1
9782##10725##1
9790##10993##1
9790##14286##1
9790##17988##1
9811##29335##1
9818##17338##1
9824##1262##1
9828##1884##1
9834##24930##1
9838##24970##1
9845##913##1
9848##25727##1
9849##5852##1
9854##7431##1
9867##17338##1
9868##7798##1
9888##20679##1
9912##18333##1
9914##8424##1
9918##22418##1
9934##20018##1
9936##17033##1
9936##27860##1
9936##20311##1
9947##18679##1
9949##28248##1
9958##22802##1
9958##11714##1
9969##3430##1
9994##7676##1
10005##5458##1
10009##10188##1
10035##23171##1
10050##14607##1
10056##18360##1
10076##10256##1
10084##18623##1
10085##19019##1
10085##28262##1
10102##9126##1
10103##710##1
10114##18277##1
10114##4113##1
10116##27176##1
10119##6904##1
10135##1673##1
10141##4328##1
10155##10727##1
10156##11352##1
10156##13990##1
10157##18277##1
10166##17988##1
10166##10993##1
10172##3158##1
10173##22287##1
10178##28262##1
10178##19019##1
10178##3155##1
10193##15209##1
10196##22287##1
10207##8423##1
10215##18711##1
10219##18328##1
10251##15130##1
10252##17338##1
10275##18277##1
10281##4111##1
10285##6193##1
10304##8424##1
10311##29335##1
10318##24841##1
10318##18679##1
10324##11714##1
10335##18679##1
10337##3222##1
10343##22287##1
10345##15130##1
10367##10187##1
10396##5852##1
10404##4258##1
10408##1673##1
10410##1721##1
10419##18277##1
10421##5860##1
10425##2435##1
10426##18275##1
10455##24927##1
10462##8423##1
10466##6672##1
10466##23086##1
10469##14286##1
10489##10067##1
10489##15018##1
10491##5135##1
10493##1884##1
10494##10726##1
10496##18275##1
10501##17336##1
10532##11582##1
10534##20454##1
10544##20018##1
10552##7730##1
10554##6149##1
10572##22287##1
10585##17988##1
10585##10993##1
10591##20436##1
10593##4111##1
10603##5135##1
10607##6670##1
10612##4151##1
10623##9126##1
10627##24742##1
10634##15130##1
10648##17246##1
10662##2225##1
10671##8680##1
10671##15130##1
10675##10067##1
10701##12203##1
10708##4111##1
10724##20679##1
10726##19019##1
10726##24600##1
10727##16345##1
10728##17336##1
10728##17338##1
10729##23589##1
10738##28248##1
10748##24747##1
10752##14029##1
10758##18711##1
10758##25193##1
10764##25101##1
10767##17988##1
10775##18277##1
10785##8789##1
10786##10067##1
10787##23434##1
10803##18721##1
10818##22287##1
10819##7466##1
10831##18679##1
10834##22287##1
10835##10727##1
10837##10256##1
10840##28262##1
10848##7377##1
10848##18679##1
10856##913##1
10865##15209##1
10865##10256##1
10870##2435##1
10890##8424##1
10893##23623##1
10894##4024##1
10896##7552##1
10900##15928##1
10931##1794##1
10946##22287##1
10946##22480##1
10953##5073##1
10955##20454##1
10956##2225##1
10957##17988##1
10957##10993##1
10959##6056##1
10960##15209##1
10962##8311##1
10972##5852##1
10972##5135##1
10990##23434##1
10990##14579##1
10991##5135##1
10994##24841##1
11005##1673##1
11010##19019##1
11010##17338##1
11010##1456##1
11020##1673##1
11023##28262##1
11023##17338##1
11041##3156##1
11043##17246##1
11066##18941##1
11075##9517##1
11084##22842##1
11090##5135##1
11090##4111##1
11090##17246##1
11106##11797##1
11113##1673##1
11116##10876##1
11121##20018##1
11128##23649##1
11132##5912##1
11137##7848##1
11153##4258##1
11157##17338##1
11157##21439##1
11162##13990##1
11168##5852##1
11173##28236##1
11179##6149##1
11188##7848##1
11202##2870##1
11216##2225##1
11225##13585##1
11227##29335##1
11227##23053##1
11233##21148##1
11236##4111##1
11237##10233##1
11241##18277##1
11254##2870##1
11255##21055##1
11255##25321##1
11257##22248##1
11294##5904##1
11313##5135##1
11313##5852##1
11316##4151##1
11321##2225##1
11321##22509##1
11329##15622##1
11334##23086##1
11334##1603##1
11353##18117##1
11364##14530##1
11370##21483##1
11371##14579##1
11377##11687##1
11379##10725##1
11379##4325##1
11380##17338##1
11383##1433##1
11394##22257##1
11424##16033##1
11440##7375##1
11452##14240##1
11475##10876##1
11477##10876##1
11478##11714##1
11478##1398##1
11478##18679##1
11489##17338##1
11494##11369##1
11498##17338##1
11498##15326##1
11504##13811##1
11506##4328##1
11506##19721##1
11509##19019##1
11522##11030##1
11544##11967##1
11548##25101##1
